"reitur" "tow_nr" "smareitur" "start_lat" "start_lon" "end_lat" "end_lon" "start_tow_depth" "end_tow_depth" "warp" "tow_length" "tow_vert_open" "tow_horiz_open" "gridcell" "station"
"154" 528 5 2 65.44 -28.2902777777778 65.4419444444444 -28.4005555555556 1038 1052 1040 3 5.6 128 5282 5280578
"155" 528 6 4 65.1469444444445 -28.0841666666667 65.185 -28.0263888888889 952 922 945 3 5.7 130 5284 5280678
"156" 528 7 2 65.4227777777778 -27.9533333333333 65.4433333333333 -28.0719444444444 884 937 880 3 5.7 129 5282 5280778
"157" 528 8 1 65.3213888888889 -28.5702777777778 65.3505555555555 -28.6783333333333 1248 1281 1230 3 5.6 128 5281 5280878
"158" 529 21 2 65.5030555555556 -29.0463888888889 65.4655555555556 -28.9847222222222 1274 1173 1180 3 6 128 5292 5292178
"159" 560 1 4 65.6105555555555 -10.1644444444444 65.6213888888889 -10.0475 844 844 820 3 5.7 132 5604 5600178
"160" 561 1 1 65.8225 -11.8119444444444 65.8188888888889 -11.9372222222222 192 164 250 3 5.6 114 5611 5610178
"161" 561 2 4 65.5833333333333 -11.1069444444444 65.5344444444444 -11.0836111111111 811 867 870 3 5.6 132 5614 5610278
"162" 561 3 1 65.8738888888889 -11.5702777777778 65.8247222222222 -11.5888888888889 362 381 420 3 5.7 121 5611 5610378
"163" 561 4 3 65.6769444444444 -11.6 65.6272222222222 -11.5488888888889 254 311 240 3 5.6 114 5613 5610478
"164" 561 21 2 65.8038888888889 -11.4680555555556 65.7552777777778 -11.4416666666667 613 600 600 3 5.6 131 5612 5612178
"165" 576 71 1 65.7561111111111 -26.7377777777778 65.8027777777778 -26.7036111111111 304 265 305 3 5.7 111 5761 5767178
"166" 577 1 4 65.5194444444444 -27.3325 65.5752777777778 -27.2836111111111 503 487 485 3 5.8 115 5774 5770178
"167" 577 5 4 65.7388888888889 -27.4005555555556 65.7111111111111 -27.5130555555556 582 690 595 3 5.8 122 5774 5770578
"168" 577 6 2 65.9108333333333 -27.1622222222222 65.8966666666667 -27.2788888888889 522 578 590 3 5.8 121 5772 5770678
"169" 577 7 3 65.6727777777778 -27.5280555555556 65.65 -27.6316666666667 640 701 620 3 5.8 124 5773 5770778
"170" 577 8 2 65.8427777777778 -27.0358333333333 65.8925 -27.0236111111111 456 468 430 3 5.6 119 5772 5770878
"171" 577 11 3 65.5425 -28.0016666666667 65.5244444444444 -27.9036111111111 834 818 820 3 5.9 126 5773 5771178
"172" 577 41 1 65.7741666666667 -27.7127777777778 65.7744444444444 -27.5933333333333 699 631 670 3 5.6 128 5771 5774178
"173" 577 42 3 65.7266666666667 -28.0052777777778 65.7430555555556 -27.8916666666667 816 765 810 3 5.7 129 5773 5774278
"174" 578 3 2 65.9694444444444 -28.2641666666667 65.92 -28.2047222222222 479 544 605 3 5.7 124 5782 5780378
"175" 578 4 4 65.7222222222222 -28.1994444444444 65.7016666666667 -28.0922222222222 888 873 930 3 5.7 128 5784 5780478
"176" 578 6 3 65.5655555555555 -28.7761111111111 65.5880555555556 -28.8938888888889 1145 1105 1150 3 5.7 129 5783 5780678
"177" 579 1 4 65.7272222222222 -29.3838888888889 65.7747222222222 -29.3563888888889 421 377 450 3 5.8 126 5794 5790178
"178" 612 1 1 66.3483333333333 -12.5244444444444 66.3 -12.4586111111111 421 489 510 3 5.7 128 6121 6120178
"179" 625 71 1 66.3555555555556 -25.6138888888889 66.3972222222222 -25.5361111111111 318 333 360 3 5.6 117 6251 6257178
"180" 626 1 4 66.21 -26.1333333333333 66.2333333333333 -26.0380555555556 441 425 460 3 5.6 120 6264 6260178
"181" 627 1 3 66.1866666666667 -27.5569444444444 66.1708333333333 -27.4355555555556 476 480 570 3 5.7 126 6273 6270178
"182" 628 1 3 66.2055555555556 -28.5022222222222 66.2375 -28.6036111111111 344 315 320 3 5.7 117 6283 6280178
